POPULASI AWAL 
POWER OUTPUT 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Fitness : 974906.625
Anak 7 :
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Fitness : 974927.625
Anak 8 :
1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Fitness : 974927.625

MUTASI
Induk Mutasi :
2

ANAK HASIL MUTASI SETELAH MODIFIKASI
Anak 1:
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	
1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	
0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Fitness : 975326.625
Combined population : 
974885.625
974885.625
974906.625
974906.625
974906.625
974906.625
974906.625
974927.625
974927.625
975326.625

HASIL TERBAIK 
Power Output(i,j) pada Jam ke-i, Unit ke-j 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|2.4	2.4	6.1156	2.4	0	4	7.0068	4	13.319	46.013	43.977	55.564	49.441	84.437	71.592	68.121	54.25	129.2	130.07	104.66	165.09	171.07	124.32	312.51	325.43	335.31	
Jam 2	|2.4	2.4	2.4	2.4	0	4	8.9762	4	4	56.963	16.99	15.2	47.668	70.9	48.711	89.098	76.794	132.3	128.97	142.02	154.29	173.08	117.4	332.06	337.28	368.39	
Jam 3	|2.4	2.4	0	0	2.4	4	4	4	4	31.192	59.113	31.861	56.891	39.277	84.583	28.125	137.11	137.23	106.57	142.95	168.32	141.79	181.67	314.34	353.8	381.96	
Jam 4	|2.4	2.4	0	2.4	2.4	4	4	4	4	56.779	54.911	54.363	15.2	53.114	60.678	33.682	123.41	112.29	130.27	100.66	169.67	184.83	159.85	338.16	362.1	379.45	
Jam 5	|2.4	0	2.4	0	2.4	0	5.2363	4.0145	0	63.758	22.757	47.576	51.686	34.565	70.517	78.371	54.25	115.36	89.519	138.26	154.07	130.76	166.74	261.55	374.92	361.29	
Jam 6	|2.4	2.4	2.4	0	2.4	4	4	0	4	15.2	17.078	47.42	58.426	75.041	39.575	86.274	139.53	130.52	126.95	76.226	160.69	172	164.13	335.52	329.55	380.66	
Jam 7	|2.4	0	2.4	0	0	4	4	4	4	65.079	22.936	48.387	18.81	28.223	25	70.478	118.33	131.76	141.58	89.611	155.71	120.28	130.04	314.56	387.93	369.79	
Jam 8	|2.4	2.4	2.4	2.4	2.4	4	7.6193	4	4.7757	21.74	45.702	15.2	61.067	68.378	86.983	88.459	128.65	139.99	141.41	81.332	169.99	144.72	179.89	322.88	349.2	337.05	
Jam 9	|2.4	2.4	2.4	2.4	2.4	4.6722	16.624	4	4	67.401	32.367	60.055	58.399	61.396	65.188	87.349	121.72	89.503	131.61	148.83	159.8	185.09	149.12	336	334.78	381.96	
Jam 10	|2.4	10.819	2.4	2.4	2.4	4.1855	4	5.5118	4	15.2	66.887	45.148	22.732	81.071	96.198	81.483	120.87	148.66	118.58	136.43	167.1	160.73	157.65	331.82	394.07	396.6	
Jam 11	|2.4	2.4	12	9.6069	2.4	4	13.15	5.5109	20	76	56.656	30.262	72.197	57.489	88.995	52.191	140.4	117.4	153.55	129.54	177.29	171.78	182.68	313.18	395.03	357.57	
Jam 12	|2.4	2.4	2.4	12	2.4	17.576	4	13.881	16.168	69.63	73.339	60.038	52.206	40.697	93.785	40.106	155	131.69	155	74.339	197	194.41	195.84	298.35	385.55	363.52	
Jam 13	|2.4	12	11.121	2.4	12	4	11.933	15.202	20	51.385	48.222	72.507	59.445	49.508	100	62.881	119.04	119.76	123.27	153.82	182.1	197	133.94	346.24	353.27	327.61	
Jam 14	|2.4	12	0	2.4	2.4	16.151	4	0	4	73.393	76	67.843	71.684	88.959	98.534	63.813	137.72	147.58	126.76	153.53	197	157.86	120.4	313.96	313.68	393.59	
Jam 15	|2.4	0	2.7718	2.4	2.4	4	20	4	20	63.297	51.802	76	72.154	86.752	64.477	100	151.17	126.79	68.231	141.86	149.05	186.14	195.09	344.97	363.07	397.26	
Jam 16	|2.4	10.635	12	8.1996	9.3689	20	20	4	4	73.433	76	16.356	43.984	72.611	72.134	98.06	101.07	107.95	149.78	140.71	147.91	174.81	172.9	336.87	376.17	360.71	
Jam 17	|0	2.4	2.4	2.4	2.4	4	4	4	20	48.89	51.216	15.2	42.054	100	94.727	100	136.13	152.39	148.93	155	194.6	195.8	185.96	346.13	382.66	386.73	
Jam 18	|2.4	2.4	2.4	2.4	2.4	11.925	4	4	7.4851	72.211	76	72.505	74.773	71.899	62.105	64.347	150.53	112.06	104.85	155	141.32	195.11	194.58	331.05	375.88	385.32	
Jam 19	|10.634	0	2.4	0	2.4	18.126	18.815	4	4	76	18.321	72.411	58.541	78.382	42.704	99.107	103.18	144.29	155	131.46	191.76	162.46	193.18	321.6	377.14	363.11	
Jam 20	|2.4	8.3901	2.4	11.096	0	15.005	6.7119	20	16.197	20.352	62.875	76	18.089	72.8	71.657	65.131	155	133.82	134.62	155	170.5	168.95	160.19	332.74	400	382.71	
Jam 21	|12	2.4	10.807	0	2.4	4	20	7.9969	20	76	15.2	44.884	53.427	45.544	54.571	63.027	153.81	109.96	136.78	120.65	187.5	173.31	186.09	346.18	400	397.58	
Jam 22	|2.4	12	2.4	2.4	0	0	20	20	14.952	58.837	71.021	73.19	17.521	65.512	98.068	85.667	137.96	134.31	125.19	153.56	174.09	195.77	158.71	306.47	398.82	338.54	
Jam 23	|11.1	12	2.4	2.4	2.4	4	18.542	4	4	76	24.415	56.429	62.757	70.196	98.068	100	131.1	152.37	95.891	151.2	152.1	190.81	144.1	322.86	389.3	379.03	
Jam 24	|0	8.4072	2.4	12	2.4	6.1666	4	19.1	6.6609	50.727	74.817	24.617	41.512	97.369	100	100	155	120.9	124.6	131.83	197	184.88	187.94	304.91	391.87	382.66	
Fitness Terbaik:974885.625

ITERASI 19:
=======================================
POWER OUTPUT SETELAH MODIFIKASI 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|2.4	2.4	6.1156	2.4	2.4	4	7.0068	4	9.3253	42.216	39.974	55.564	49.441	84.437	71.592	65.507	54.25	129.2	130.07	92.399	163.2	171.07	116.55	311.08	324.23	330.43	
Jam 2	|2.4	2.4	2.4	2.4	2.4	4	7.6132	4	4	53.367	15.2	15.2	45.268	64.101	48.711	87.901	76.794	129.69	125.19	139.44	154.29	173.08	115.16	329.32	337.28	362.7	
Jam 3	|2.4	2.4	2.4	2.4	2.4	4	4	4	4	27.416	57.012	23.081	56.891	36.71	83.19	25	135.68	137.23	104.16	141.04	168.32	139.19	177.88	310.55	353.8	381.96	
Jam 4	|2.4	2.4	2.4	2.4	2.4	4	4	4	4	56.779	52.168	54.363	15.2	53.114	56.951	32.498	122.22	112.29	129.37	93.027	169.67	183.39	157.27	334.39	362.1	376.84	
Jam 5	|2.4	2.4	2.4	2.4	2.4	4	4	4.0145	4	63.758	18.956	42.607	47.178	33.191	70.517	76.527	54.25	115.36	88.628	136.36	152.64	130.76	166.74	261.55	367.33	359.23	
Jam 6	|2.4	2.4	2.4	2.4	2.4	4	4	4	4	15.2	15.2	46.056	58.426	75.041	30.635	82.486	139.53	123.07	126.95	72.449	156.72	172	160.54	335.52	321.82	376.86	
Jam 7	|2.4	2.4	2.4	2.4	2.4	4	4	4	4	65.079	20.193	39.644	16.43	27.013	25	66.678	111.9	131.76	141.58	89.611	155.71	116.8	126.77	310.57	382.95	367.96	
Jam 8	|2.4	2.4	2.4	2.4	2.4	4	7.6193	4	4.7757	21.74	45.702	15.2	61.067	68.378	86.983	88.459	128.65	139.99	141.41	81.332	169.99	144.72	179.89	322.88	349.2	337.05	
Jam 9	|2.4	2.4	2.4	2.4	2.4	4.6722	16.624	4	4	67.401	32.367	60.055	58.399	61.396	65.188	87.349	121.72	89.503	131.61	148.83	159.8	185.09	149.12	336	334.78	381.96	
Jam 10	|2.4	10.819	2.4	2.4	2.4	4.1855	4	5.5118	4	15.2	66.887	45.148	22.732	81.071	96.198	81.483	120.87	148.66	118.58	136.43	167.1	160.73	157.65	331.82	394.07	396.6	
Jam 11	|2.4	2.4	12	9.6069	2.4	4	13.15	5.5109	20	76	56.656	30.262	72.197	57.489	88.995	52.191	140.4	117.4	153.55	129.54	177.29	171.78	182.68	313.18	395.03	357.57	
Jam 12	|2.4	2.4	2.4	12	2.4	17.576	4	13.881	16.168	69.63	73.339	60.038	52.206	40.697	93.785	40.106	155	131.69	155	74.339	197	194.41	195.84	298.35	385.55	363.52	
Jam 13	|2.4	12	11.121	2.4	12	4	11.933	15.202	20	51.385	48.222	72.507	59.445	49.508	100	62.881	119.04	119.76	123.27	153.82	182.1	197	133.94	346.24	353.27	327.61	
Jam 14	|2.4	12	10.102	2.4	2.4	16.151	4	4	4	73.393	76	67.843	71.684	88.959	98.534	63.813	137.72	147.58	126.76	153.53	197	157.86	120.4	313.96	313.68	393.59	
Jam 15	|2.4	2.4	2.7718	2.4	2.4	4	20	4	20	63.297	51.802	76	72.154	86.752	64.477	100	151.17	126.79	68.231	141.86	149.05	186.14	195.09	344.97	363.07	397.26	
Jam 16	|2.4	10.635	12	8.1996	9.3689	20	20	4	4	73.433	76	16.356	43.984	72.611	72.134	98.06	101.07	107.95	149.78	140.71	147.91	174.81	172.9	336.87	376.17	360.71	
Jam 17	|2.4	2.4	2.4	2.4	2.4	4	4	4	20	48.89	51.216	15.2	42.054	100	94.727	100	136.13	152.39	148.93	155	194.6	195.8	185.96	346.13	382.66	386.73	
Jam 18	|2.4	2.4	2.4	2.4	2.4	11.925	4	4	7.4851	72.211	76	72.505	74.773	71.899	62.105	64.347	150.53	112.06	104.85	155	141.32	195.11	194.58	331.05	375.88	385.32	
Jam 19	|10.634	2.4	2.4	2.4	2.4	18.126	18.815	4	4	76	18.321	72.411	58.541	78.382	42.704	99.107	103.18	144.29	155	131.46	191.76	162.46	193.18	321.6	377.14	363.11	
Jam 20	|2.4	8.3901	2.4	11.096	2.4	15.005	6.7119	20	16.197	20.352	62.875	76	18.089	72.8	71.657	65.131	155	133.82	134.62	155	170.5	168.95	160.19	332.74	400	382.71	
Jam 21	|12	2.4	10.807	2.4	2.4	4	20	7.9969	20	76	15.2	44.884	53.427	45.544	54.571	63.027	153.81	109.96	136.78	120.65	187.5	173.31	186.09	346.18	400	397.58	
Jam 22	|2.4	12	2.4	2.4	9.3689	4	20	20	14.952	58.837	71.021	73.19	17.521	65.512	98.068	85.667	137.96	134.31	125.19	153.56	174.09	195.77	158.71	306.47	398.82	338.54	
Jam 23	|11.1	12	2.4	2.4	2.4	4	18.542	4	4	76	24.415	56.429	62.757	70.196	98.068	100	131.1	152.37	95.891	151.2	152.1	190.81	144.1	322.86	389.3	379.03	
Jam 24	|2.4	8.4072	2.4	12	2.4	6.1666	4	19.1	6.6609	50.727	74.817	24.617	41.512	97.369	100	100	155	120.9	124.6	131.83	197	184.88	187.94	304.91	391.87	382.66	


STATUS UNIT SETELAH MODIFIKASI
Kromosom 1:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 2	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 3	|1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 4	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 5	|1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 6	|1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 7	|1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 8	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 15	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 17	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 2:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 2	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 3	|1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 4	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 5	|1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 6	|1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 7	|1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 8	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 15	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 17	|0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 3:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 2	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 3	|1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 4	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 5	|1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 6	|1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 7	|1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 8	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
